Meas. Voltage (V)	Meas. Current (A)	6/1/2026 1:15:32 PM
8.103157E-4	2.010000E-4
8.003259E-4	2.000000E-4
7.914920E-4	1.990000E-4
7.959484E-4	1.980000E-4
7.888019E-4	1.970000E-4
7.811194E-4	1.960000E-4
7.811186E-4	1.950000E-4
7.714390E-4	1.940000E-4
7.664441E-4	1.930000E-4
7.605294E-4	1.920000E-4
7.485421E-4	1.910000E-4
7.488481E-4	1.900000E-4
7.507730E-4	1.890000E-4
7.489267E-4	1.880000E-4
7.416299E-4	1.870000E-4
7.463921E-4	1.860000E-4
7.277204E-4	1.850000E-4
7.293376E-4	1.840000E-4
7.260317E-4	1.830000E-4
7.273406E-4	1.820000E-4
7.148921E-4	1.810000E-4
7.134342E-4	1.800000E-4
7.019840E-4	1.790000E-4
7.016783E-4	1.780000E-4
6.950708E-4	1.770000E-4
6.966843E-4	1.760000E-4
6.936116E-4	1.750000E-4
6.767092E-4	1.740000E-4
6.901543E-4	1.730000E-4
6.709443E-4	1.720000E-4
6.771687E-4	1.710000E-4
6.657965E-4	1.700000E-4
6.577290E-4	1.690000E-4
6.551177E-4	1.680000E-4
6.549641E-4	1.670000E-4
6.446688E-4	1.660000E-4
6.454373E-4	1.650000E-4
6.398296E-4	1.640000E-4
6.308368E-4	1.630000E-4
6.310715E-4	1.620000E-4
6.230016E-4	1.610000E-4
6.183154E-4	1.600000E-4
6.142469E-4	1.590000E-4
6.153974E-4	1.580000E-4
6.092502E-4	1.570000E-4
6.037948E-4	1.560000E-4
5.971884E-4	1.550000E-4
5.955753E-4	1.540000E-4
5.877385E-4	1.530000E-4
5.845119E-4	1.520000E-4
5.722197E-4	1.510000E-4
5.759843E-4	1.500000E-4
5.679941E-4	1.490000E-4
5.616921E-4	1.480000E-4
5.665340E-4	1.470000E-4
5.558534E-4	1.460000E-4
5.441739E-4	1.450000E-4
5.424852E-4	1.440000E-4
5.557790E-4	1.430000E-4
5.470193E-4	1.420000E-4
5.311152E-4	1.410000E-4
5.299631E-4	1.400000E-4
5.268911E-4	1.390000E-4
5.212039E-4	1.380000E-4
5.159031E-4	1.370000E-4
5.108323E-4	1.360000E-4
5.133686E-4	1.350000E-4
5.045325E-4	1.340000E-4
4.935449E-4	1.330000E-4
5.053005E-4	1.320000E-4
4.917023E-4	1.310000E-4
4.862470E-4	1.300000E-4
4.824809E-4	1.290000E-4
4.820983E-4	1.280000E-4
4.735696E-4	1.270000E-4
4.619693E-4	1.260000E-4
4.594335E-4	1.250000E-4
4.602773E-4	1.240000E-4
4.484461E-4	1.230000E-4
4.492146E-4	1.220000E-4
4.430677E-4	1.210000E-4
4.428362E-4	1.200000E-4
4.320040E-4	1.190000E-4
4.321568E-4	1.180000E-4
4.267027E-4	1.170000E-4
4.247045E-4	1.160000E-4
4.171764E-4	1.150000E-4
4.105696E-4	1.140000E-4
4.131809E-4	1.130000E-4
4.038846E-4	1.120000E-4
3.957408E-4	1.110000E-4
3.945884E-4	1.100000E-4
3.885949E-4	1.090000E-4
3.853691E-4	1.080000E-4
3.802201E-4	1.070000E-4
3.755332E-4	1.060000E-4
3.764557E-4	1.050000E-4
3.767639E-4	1.040000E-4
3.577066E-4	1.030000E-4
3.653148E-4	1.020000E-4
3.535594E-4	1.010000E-4
3.507929E-4	1.000000E-4
3.417284E-4	9.900000E-5
3.411155E-4	9.800000E-5
3.308189E-4	9.700000E-5
3.282053E-4	9.600000E-5
3.312805E-4	9.500000E-5
3.181433E-4	9.400000E-5
3.094614E-4	9.300000E-5
3.105373E-4	9.200000E-5
3.116893E-4	9.100000E-5
3.019330E-4	9.000000E-5
3.014718E-4	8.900000E-5
2.954015E-4	8.800000E-5
2.841830E-4	8.700000E-5
2.779603E-4	8.600000E-5
2.736577E-4	8.500000E-5
2.718140E-4	8.400000E-5
2.599825E-4	8.300000E-5
2.675897E-4	8.200000E-5
2.688164E-4	8.100000E-5
2.460765E-4	8.000000E-5
2.513000E-4	7.900000E-5
2.434640E-4	7.800000E-5
2.402376E-4	7.700000E-5
2.387764E-4	7.600000E-5
2.330911E-4	7.500000E-5
2.305548E-4	7.400000E-5
2.267903E-4	7.300000E-5
2.178800E-4	7.200000E-5
2.123488E-4	7.100000E-5
2.254083E-4	7.000000E-5
2.037423E-4	6.900000E-5
2.052034E-4	6.800000E-5
1.974425E-4	6.700000E-5
1.992860E-4	6.600000E-5
1.833051E-4	6.500000E-5
1.740079E-4	6.400000E-5
1.743929E-4	6.300000E-5
1.658647E-4	6.200000E-5
1.700895E-4	6.100000E-5
1.587197E-4	6.000000E-5
1.581813E-4	5.900000E-5
1.639447E-4	5.800000E-5
1.476566E-4	5.700000E-5
1.468888E-4	5.600000E-5
1.431240E-4	5.500000E-5
1.347493E-4	5.400000E-5
1.434317E-4	5.300000E-5
1.123140E-4	5.200000E-5
1.442014E-4	5.100000E-5
1.228413E-4	5.000000E-5
1.089342E-4	4.900000E-5
1.079364E-4	4.800000E-5
9.740968E-5	4.700000E-5
1.042483E-4	4.600000E-5
9.679541E-5	4.500000E-5
1.039410E-4	4.400000E-5
9.910043E-5	4.300000E-5
9.057301E-5	4.200000E-5
7.728145E-5	4.100000E-5
8.603998E-5	4.000000E-5
6.475770E-5	3.900000E-5
6.898303E-5	3.800000E-5
6.468155E-5	3.700000E-5
6.790762E-5	3.600000E-5
5.154334E-5	3.500000E-5
4.846957E-5	3.400000E-5
3.940397E-5	3.300000E-5
3.341088E-5	3.200000E-5
3.832763E-5	3.100000E-5
2.196352E-5	3.000000E-5
2.058053E-5	2.900000E-5
1.143745E-5	2.800000E-5
1.174494E-5	2.700000E-5
1.756690E-6	2.600000E-5
-2.244445E-5	2.500000E-5
-7.438134E-5	2.400000E-5
-7.883755E-5	2.300000E-5
-8.029713E-5	2.200000E-5
-9.435722E-5	2.100000E-5
-9.274360E-5	2.000000E-5
-9.689257E-5	1.900000E-5
-9.635477E-5	1.800000E-5
-1.089549E-4	1.700000E-5
-1.018865E-4	1.600000E-5
-1.011950E-4	1.500000E-5
-1.090318E-4	1.400000E-5
-9.381924E-5	1.300000E-5
-9.520227E-5	1.200000E-5
-1.021169E-4	1.100000E-5
-1.134879E-4	1.000000E-5
-9.328148E-5	9.000000E-6
-1.106453E-4	8.000000E-6
-9.873639E-5	7.000000E-6
